t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP
584.971856,1.376,-0.45,0.14,,-73.0,
585.021904,1.118,-0.538,0.064,,-73.0,
585.071952,0.824,-0.686,0.096,,-73.0,
585.122,0.582,-0.536,0.088,,-73.0,
585.171856,0.638,-0.576,0.296,,-74.0,
585.221904,0.588,-0.89,0.526,,-74.0,
585.271952,0.386,-0.084,-0.068,,-74.0,
585.322,0.64,-0.16,-0.4,,-74.0,
585.371856,0.9,-0.004,-0.126,,-80.0,
585.421904,1.02,-0.024,-0.104,,-80.0,
585.471952,0.96,0.284,-0.18,,-80.0,
585.522,0.926,0.198,-0.36,,-80.0,
585.571856,0.83,0.018,-0.41,,-75.0,-96.0
585.621904,0.768,-0.148,-0.452,,-75.0,-96.0
585.671952,0.638,-0.026,-0.26,,-75.0,-96.0
585.722,0.664,-0.522,-0.384,,-75.0,-96.0
585.772856,0.606,-0.136,-0.058,,-75.0,
585.822904,0.832,-0.142,-0.322,,-75.0,
585.872952,1.136,-0.008,-0.872,,-75.0,
585.923,0.962,-0.042,-0.808,,-75.0,
585.972856,1.006,0.438,-0.958,,-71.0,
586.022904,0.952,0.526,-0.672,,-71.0,
586.072952,0.846,0.27,-0.36,,-71.0,
586.123,0.688,0.016,-0.552,,-71.0,
586.172856,0.562,-0.122,-0.538,,-73.0,
586.222904,0.616,-0.304,-0.612,,-73.0,
586.272952,0.678,-0.184,-0.664,,-73.0,
586.323,0.876,0.088,-0.756,,-73.0,
586.372856,1.062,-0.11,-0.5,,-77.0,
586.422904,0.892,-0.058,-0.522,,-77.0,
586.472952,0.902,-0.19,-0.35,,-77.0,
586.523,0.83,-0.034,-0.398,,-77.0,
586.572856,0.836,-0.13,-0.282,,-73.0,
586.622904,0.728,-0.288,-0.218,,-73.0,
586.672952,0.62,-0.208,-0.194,,-73.0,
586.723,0.59,0.032,0.304,,-73.0,
586.773856,0.73,0.168,-0.174,,-77.0,-102.0
586.823904,1.574,-0.45,-0.388,,-77.0,-102.0
586.873952,1.2,0.06,-0.542,,-77.0,-102.0
586.924,1.022,0.102,-0.762,,-77.0,-102.0
586.973856,0.906,0.166,-0.498,,-76.0,
587.023904,0.54,-0.562,0.126,,-76.0,
587.073952,0.176,0.078,0.07,,-76.0,
587.124,0.808,0.246,-0.132,,-76.0,
587.173856,0.902,0.53,-0.504,,-75.0,
587.223904,0.878,0.294,-0.24,,-75.0,
587.273952,1.18,-0.4,-0.32,,-75.0,
587.324,1.358,-1.134,-0.978,,-75.0,
587.373856,1.176,-0.576,-0.672,,-68.0,
587.423904,1.2,-0.008,-0.5,,-68.0,
587.473952,0.828,0.53,-0.452,,-68.0,
587.524,0.582,0.542,-0.242,,-68.0,
587.573856,0.71,0.304,-0.308,,-71.0,
587.623904,0.844,-0.002,-0.436,,-71.0,
587.673952,1.014,-0.362,-0.586,,-71.0,
587.724,1.176,-0.672,-0.37,,-71.0,
587.773856,1.1,-0.682,-0.058,,-69.0,
587.823904,1.136,-0.558,0.092,,-69.0,
587.873952,1.218,-0.426,-0.206,,-69.0,
587.924,1.328,-0.042,-0.248,,-69.0,
587.974856,0.92,0.194,-0.116,,-71.0,
588.024904,0.83,0.226,0.024,,-71.0,
588.074952,0.706,0.066,0.114,,-71.0,
588.125,0.792,-0.104,0.152,,-71.0,
588.174856,1.016,-0.242,0.06,,-70.0,
588.224904,1.136,-0.228,-0.03,,-70.0,
588.274952,1.234,-0.206,-0.016,,-70.0,
588.325,1.176,-0.162,-0.02,,-70.0,
588.374856,1.094,-0.126,-0.048,,-65.0,
588.424904,1.084,-0.178,-0.058,,-65.0,
588.474952,1.008,-0.206,-0.072,,-65.0,
588.525,0.972,-0.24,-0.084,,-65.0,
588.574856,0.956,-0.218,-0.104,,-66.0,
588.624904,0.912,-0.254,-0.094,,-66.0,
588.674952,0.912,-0.232,-0.098,,-66.0,
588.725,0.896,-0.226,-0.12,,-66.0,
588.774856,0.978,-0.17,-0.128,,-72.0,
588.824904,0.966,-0.17,-0.114,,-72.0,
588.874952,1.008,-0.176,-0.072,,-72.0,
588.925,1.008,-0.168,-0.068,,-72.0,
588.975856,0.984,-0.142,-0.036,,-68.0,
589.025904,0.974,-0.114,0.006,,-68.0,
589.075952,0.972,-0.1,0.028,,-68.0,
589.126,0.934,-0.096,0.03,,-68.0,
589.175856,0.92,-0.126,0.06,,-67.0,
589.225904,0.984,-0.098,0.024,,-67.0,
589.275952,0.972,-0.116,0.022,,-67.0,
589.326,0.984,-0.144,-0.024,,-67.0,
589.375856,1.006,-0.184,-0.036,,-68.0,
589.425904,1.026,-0.192,-0.058,,-68.0,
589.475952,0.99,-0.206,-0.068,,-68.0,
589.526,0.978,-0.218,-0.076,,-68.0,
589.575856,0.966,-0.218,-0.074,,-84.0,
589.625904,0.95,-0.216,-0.082,,-84.0,
589.675952,0.92,-0.212,-0.088,,-84.0,
589.726,0.944,-0.194,-0.09,,-84.0,
589.775856,0.902,-0.148,-0.132,,-69.0,
589.825904,0.972,-0.128,-0.132,,-69.0,
589.875952,0.984,-0.128,-0.09,,-69.0,
589.926,0.946,-0.142,-0.09,,-69.0,
589.976856,0.946,-0.114,-0.072,,-68.0,
590.026904,1.008,-0.088,-0.05,,-68.0,
590.076952,1.026,-0.084,-0.084,,-68.0,
590.127,1.016,-0.132,-0.066,,-68.0,
590.176856,1.008,-0.138,-0.064,,-66.0,
590.226904,1.026,-0.138,-0.068,,-66.0,
590.276952,0.966,-0.11,-0.058,,-66.0,
590.327,0.952,-0.116,-0.098,,-66.0,
590.376856,0.976,-0.13,-0.132,,-64.0,
590.426904,1.016,-0.136,-0.154,,-64.0,
590.476952,0.972,-0.148,-0.128,,-64.0,
590.527,0.918,-0.178,-0.034,,-64.0,
590.576856,0.93,-0.138,-0.008,,-65.0,
590.626904,0.93,-0.122,-0.004,,-65.0,
590.676952,0.952,-0.12,-0.014,,-65.0,
590.727,0.952,-0.128,0.002,,-65.0,
590.776856,0.946,-0.136,-0.002,,-66.0,
590.826904,0.972,-0.126,-0.01,,-66.0,
590.876952,0.984,-0.114,-0.03,,-66.0,
590.927,0.982,-0.122,-0.032,,-66.0,
590.977856,0.976,-0.116,-0.036,,-68.0,
591.027904,0.96,-0.112,-0.046,,-68.0,
591.077952,0.96,-0.104,-0.036,,-68.0,
591.128,0.988,-0.096,-0.042,,-68.0,
591.177856,0.96,-0.104,-0.016,,-69.0,
591.227904,0.96,-0.104,-0.03,,-69.0,
591.277952,0.968,-0.104,-0.018,,-69.0,
591.328,0.952,-0.1,-0.05,,-69.0,
591.377856,0.978,-0.16,-0.046,,-68.0,
591.427904,0.966,-0.146,-0.064,,-68.0,
591.477952,0.966,-0.17,-0.066,,-68.0,
591.528,0.952,-0.174,-0.064,,-68.0,
591.577856,0.926,-0.146,-0.062,,-68.0,
591.627904,0.962,-0.122,-0.05,,-68.0,
591.677952,0.966,-0.122,-0.052,,-68.0,
591.728,0.974,-0.112,-0.058,,-68.0,
591.777856,0.984,-0.112,-0.048,,-68.0,
591.827904,0.952,-0.122,-0.04,,-68.0,
591.877952,0.96,-0.12,-0.056,,-68.0,
591.928,0.95,-0.126,-0.046,,-68.0,
591.978856,0.972,-0.142,-0.052,,-67.0,
592.028904,0.976,-0.144,-0.048,,-67.0,
592.078952,0.978,-0.136,-0.056,,-67.0,
592.129,0.974,-0.152,-0.048,,-67.0,
592.178856,0.958,-0.144,-0.052,,-66.0,
592.228904,0.974,-0.136,-0.042,,-66.0,
592.278952,0.968,-0.144,-0.018,,-66.0,
592.329,0.976,-0.148,-0.018,,-66.0,
592.378856,0.988,-0.146,-0.036,,-66.0,
592.428904,0.968,-0.138,-0.01,,-66.0,
592.478952,0.962,-0.136,-0.036,,-66.0,
592.529,0.952,-0.126,-0.016,,-66.0,
592.578856,0.96,-0.122,-0.026,,-66.0,
592.628904,0.962,-0.132,-0.016,,-66.0,
592.678952,1.022,-0.12,-0.002,,-66.0,
592.729,0.952,-0.126,-0.008,,-66.0,
592.778856,0.926,-0.142,0.006,,-65.0,
592.828904,0.92,-0.128,-0.018,,-65.0,
592.878952,0.944,-0.126,-0.024,,-65.0,
592.929,0.992,-0.154,-0.02,,-65.0,
592.978856,1.004,-0.17,0.028,,-64.0,
593.028904,0.962,-0.178,0.04,,-64.0,
593.078952,0.976,-0.144,0.024,,-64.0,
593.129,1.004,-0.158,0.024,,-64.0,
593.179856,0.99,-0.17,-0.004,,-65.0,
593.229904,1.0,-0.168,-0.008,,-65.0,
593.279952,0.94,-0.142,0.014,,-65.0,
593.33,0.91,-0.138,-0.002,,-65.0,
593.379856,0.928,-0.128,-0.016,,-64.0,
593.429904,0.902,-0.146,-0.024,,-64.0,
593.479952,1.016,-0.178,0.03,,-64.0,
593.53,1.022,-0.178,0.028,,-64.0,
593.579856,0.974,-0.126,0.026,,-65.0,
593.629904,1.016,-0.132,0.032,,-65.0,
593.679952,0.962,-0.122,0.024,,-65.0,
593.73,0.974,-0.1,0.014,,-65.0,
593.779856,0.978,-0.132,-0.002,,-65.0,
593.829904,0.962,-0.122,-0.008,,-65.0,
593.879952,0.962,-0.128,-0.008,,-65.0,
593.93,0.936,-0.132,0.016,,-65.0,
593.979856,0.952,-0.152,0.046,,-66.0,
594.029904,0.962,-0.142,0.03,,-66.0,
594.079952,0.974,-0.174,0.024,,-66.0,
594.13,0.998,-0.152,-0.002,,-66.0,
594.180856,0.934,-0.184,-0.008,,-65.0,
594.230904,0.952,-0.176,0.014,,-65.0,
594.280952,0.936,-0.152,0.038,,-65.0,
594.331,0.96,-0.126,0.052,,-65.0,
594.380856,0.952,-0.132,0.056,,-65.0,
594.430904,0.984,-0.168,0.056,,-65.0,
594.480952,0.994,-0.128,0.036,,-65.0,
594.531,0.944,-0.144,0.038,,-65.0,
594.580856,0.902,-0.154,0.012,,-67.0,
594.630904,0.914,-0.136,0.024,,-67.0,
594.680952,0.872,-0.126,-0.004,,-67.0,
594.731,0.95,-0.158,-0.05,,-67.0,
594.780856,1.0,-0.174,-0.078,,-67.0,
594.830904,1.036,-0.152,-0.08,,-67.0,
594.880952,1.062,-0.136,-0.122,,-67.0,
594.931,1.058,-0.16,-0.1,,-67.0,
594.980856,0.984,-0.162,-0.098,,-65.0,
595.030904,1.006,-0.162,-0.05,,-65.0,
595.080952,1.048,-0.13,-0.094,,-65.0,
595.131,1.006,-0.178,-0.098,,-65.0,
595.181856,0.94,-0.232,-0.084,,-65.0,
595.231904,0.838,-0.226,-0.068,,-65.0,
595.281952,0.82,-0.194,-0.09,,-65.0,
595.332,0.846,-0.208,-0.092,,-65.0,
595.381856,0.864,-0.226,-0.084,,-69.0,
595.431904,0.85,-0.258,-0.026,,-69.0,
595.481952,0.856,-0.224,-0.026,,-69.0,
595.532,0.902,-0.08,-0.072,,-69.0,
595.581856,0.838,0.048,-0.218,,-71.0,
595.631904,1.038,0.07,-0.562,,-71.0,
595.681952,0.982,-0.178,-0.344,,-71.0,
595.732,1.008,-0.306,-0.12,,-71.0,
595.781856,0.824,0.462,0.43,,-69.0,
595.831904,1.334,-0.298,-0.324,,-69.0,
595.881952,0.882,-0.264,-0.54,,-69.0,
595.932,0.886,-0.264,-0.72,,-69.0,
595.981856,0.87,0.038,-0.608,,-72.0,
596.031904,0.88,0.064,-0.456,,-72.0,
596.081952,0.88,0.062,-0.348,,-72.0,
596.132,0.834,0.128,-0.37,,-72.0,
596.182856,0.782,0.08,-0.45,,-73.0,
596.232904,0.864,0.006,-0.532,,-73.0,
596.282952,0.824,0.102,-0.498,,-73.0,
596.333,0.828,0.102,-0.442,,-73.0,
596.382856,0.816,0.16,-0.416,,-72.0,
596.432904,0.806,0.144,-0.42,,-72.0,
596.482952,0.806,0.124,-0.424,,-72.0,
596.533,0.818,0.134,-0.432,,-72.0,
596.582856,0.822,0.134,-0.432,,-71.0,
596.632904,0.822,0.104,-0.4,,-71.0,
596.682952,0.85,0.156,-0.428,,-71.0,
596.733,0.844,0.184,-0.426,,-71.0,
596.782856,0.836,0.156,-0.418,,-71.0,
596.832904,0.824,0.142,-0.388,,-71.0,
596.882952,0.856,0.148,-0.408,,-71.0,
596.933,0.836,0.128,-0.416,,-71.0,
596.982856,0.832,0.166,-0.404,,-71.0,
597.032904,0.856,0.12,-0.432,,-71.0,
597.082952,0.834,0.146,-0.424,,-71.0,
597.133,0.828,0.142,-0.414,,-71.0,
597.183856,0.838,0.158,-0.41,,-71.0,
597.233904,0.844,0.168,-0.416,,-71.0,
597.283952,0.838,0.146,-0.41,,-71.0,
597.334,0.844,0.18,-0.41,,-71.0,
597.383856,0.83,0.158,-0.398,,-70.0,
597.433904,0.83,0.15,-0.424,,-70.0,
597.483952,0.824,0.156,-0.416,,-70.0,
597.534,0.828,0.152,-0.43,,-70.0,
597.583856,0.83,0.168,-0.424,,-71.0,
597.633904,0.834,0.152,-0.42,,-71.0,
597.683952,0.83,0.158,-0.436,,-71.0,
597.734,0.828,0.176,-0.418,,-71.0,
597.783856,0.828,0.162,-0.42,,-70.0,
597.833904,0.822,0.176,-0.416,,-70.0,
597.883952,0.828,0.192,-0.4,,-70.0,
597.934,0.824,0.192,-0.424,,-70.0,
597.983856,0.816,0.194,-0.424,,-71.0,
598.033904,0.822,0.204,-0.402,,-71.0,
598.083952,0.834,0.222,-0.404,,-71.0,
598.134,0.822,0.222,-0.402,,-71.0,
598.183856,0.824,0.232,-0.408,,-72.0,
598.233904,0.816,0.246,-0.386,,-72.0,
598.283952,0.83,0.232,-0.41,,-72.0,
598.334,0.816,0.262,-0.4,,-72.0,
598.384856,0.82,0.28,-0.4,,-73.0,
598.434904,0.808,0.254,-0.392,,-73.0,
598.484952,0.854,0.194,-0.354,,-73.0,
598.535,0.728,0.408,-0.48,,-73.0,
598.584856,0.824,0.214,-0.424,,-73.0,
598.634904,0.78,0.352,-0.426,,-73.0,
598.684952,0.776,0.368,-0.402,,-73.0,
598.735,0.77,0.296,-0.434,,-73.0,
598.784856,0.79,0.262,-0.464,,-73.0,
598.834904,0.792,0.294,-0.402,,-73.0,
598.884952,0.794,0.262,-0.442,,-73.0,
598.935,0.784,0.27,-0.44,,-73.0,
598.984856,0.792,0.262,-0.436,,-71.0,
599.034904,0.812,0.188,-0.44,,-71.0,
599.084952,0.77,0.296,-0.462,,-71.0,
599.135,0.798,0.19,-0.434,,-71.0,
599.184856,0.812,0.206,-0.442,,-72.0,
599.234904,0.814,0.204,-0.41,,-72.0,
599.284952,0.818,-0.052,-0.4,,-72.0,
599.335,0.832,0.158,-0.432,,-72.0,
599.385856,0.816,0.114,-0.414,,-73.0,
599.435904,0.824,0.156,-0.45,,-73.0,
599.485952,0.822,0.176,-0.424,,-73.0,
599.536,0.824,0.134,-0.416,,-73.0,
599.585856,0.864,0.048,-0.4,,-72.0,
599.635904,0.844,0.248,-0.432,,-72.0,
599.685952,0.854,0.056,-0.416,,-72.0,
599.736,0.846,0.112,-0.416,,-72.0,
599.785856,0.836,0.112,-0.424,,-72.0,
599.835904,0.824,0.062,-0.416,,-72.0,
599.885952,0.848,0.038,-0.44,,-72.0,
599.936,0.786,0.018,-0.476,,-72.0,
599.985856,0.864,0.03,-0.484,,-70.0,
600.035904,0.91,0.124,-0.528,,-70.0,
600.085952,0.71,0.24,-0.594,,-70.0,
600.136,0.77,-0.016,-0.61,,-70.0,
600.185856,0.96,-0.814,-0.488,,-79.0,
600.235904,1.174,-0.706,-0.928,,-79.0,
600.285952,1.336,-0.898,-0.626,,-79.0,
600.336,1.308,-0.962,-0.498,,-79.0,
600.386856,1.176,-1.458,-0.878,,-63.0,
600.436904,1.046,-1.352,-1.16,,-63.0,
600.486952,0.764,-0.826,-0.89,,-63.0,
600.537,0.636,-0.734,-0.752,,-63.0,
600.586856,0.224,-0.46,-0.546,,-66.0,
600.636904,0.056,-0.224,-0.296,,-66.0,
600.686952,-0.2,-0.094,0.03,,-66.0,
600.737,-0.408,-0.232,0.38,,-66.0,
600.786856,-0.378,-0.014,0.708,,-63.0,
600.836904,-0.8,-0.276,0.624,,-63.0,
600.886952,-0.702,-0.178,0.704,,-63.0,
600.937,-0.73,-0.04,0.652,,-63.0,
600.986856,-0.738,-0.088,0.518,,-68.0,
601.036904,-0.69,-0.072,0.61,,-68.0,
601.086952,-0.704,0.038,0.62,,-68.0,
601.137,-0.762,-0.132,0.63,,-68.0,
601.186856,-0.77,-0.16,0.528,,-70.0,
601.236904,-0.8,-0.2,0.59,,-70.0,
601.286952,-0.642,-0.308,0.452,,-70.0,
601.337,-0.456,-0.296,0.57,,-70.0,
601.387856,-0.216,-0.098,0.638,,-71.0,
601.437904,-0.196,0.238,0.582,,-71.0,
601.487952,-0.416,0.366,0.646,,-71.0,
601.538,-0.634,0.558,0.542,,-71.0,
601.587856,-0.77,0.328,0.608,,-73.0,
601.637904,-0.816,0.194,0.696,,-73.0,
601.687952,-0.794,0.114,0.674,,-73.0,
601.738,-0.676,0.152,0.546,,-73.0,
601.787856,-0.452,0.304,0.588,,-69.0,
601.837904,-0.286,0.592,0.574,,-69.0,
601.887952,0.192,0.52,0.238,,-69.0,
601.938,0.67,0.224,-0.058,,-69.0,
601.987856,1.288,-0.668,-0.75,,-72.0,
602.037904,1.586,-1.402,-0.916,,-72.0,
602.087952,1.986,-2.152,-0.872,,-72.0,
602.138,1.422,-1.192,-0.456,,-72.0,
602.187856,2.23,-0.594,-0.336,,-69.0,
602.237904,2.39,-0.612,0.03,,-69.0,
602.287952,1.46,-0.244,0.334,,-69.0,
602.338,1.062,0.018,0.278,,-69.0,
602.387856,0.934,0.156,0.066,,-69.0,
602.437904,0.934,-0.232,-0.064,,-69.0,
602.487952,0.93,-0.52,-0.16,,-69.0,
602.538,1.064,-0.468,-0.072,,-69.0,
602.588856,1.16,-0.334,0.044,,-68.0,
602.638904,1.062,-0.088,-0.02,,-68.0,
602.688952,1.01,-0.036,-0.07,,-68.0,
602.739,0.994,-0.08,-0.112,,-68.0,
602.788856,0.974,-0.11,-0.11,,-69.0,
602.838904,0.838,-0.098,-0.032,,-69.0,
602.888952,0.896,-0.242,0.032,,-69.0,
602.939,0.88,-0.218,-0.002,,-69.0,
602.988856,0.934,-0.264,0.004,,-67.0,
603.038904,0.994,-0.314,0.044,,-67.0,
603.088952,1.048,-0.312,0.05,,-67.0,
603.139,1.094,-0.192,0.028,,-67.0,
603.188856,0.99,-0.05,0.008,,-69.0,
603.238904,0.912,-0.032,0.04,,-69.0,
603.288952,0.928,-0.102,0.03,,-69.0,
603.339,0.96,-0.224,0.03,,-69.0,
603.388856,0.918,-0.242,0.006,,-67.0,
603.438904,0.944,-0.178,-0.018,,-67.0,
603.488952,0.944,-0.164,-0.034,,-67.0,
603.539,0.952,-0.162,-0.032,,-67.0,
603.589856,0.974,-0.208,-0.002,,-66.0,
603.639904,0.95,-0.194,0.018,,-66.0,
603.689952,0.974,-0.186,0.056,,-66.0,
603.74,0.956,-0.194,0.052,,-66.0,
603.789856,0.96,-0.2,0.038,,-63.0,
603.839904,0.984,-0.192,0.03,,-63.0,
603.889952,0.974,-0.208,0.018,,-63.0,
603.94,0.974,-0.226,-0.016,,-63.0,
603.989856,0.974,-0.212,-0.016,,-63.0,
604.039904,0.976,-0.202,-0.02,,-63.0,
604.089952,0.972,-0.202,-0.036,,-63.0,
604.14,0.968,-0.2,-0.02,,-63.0,
604.189856,0.986,-0.208,-0.014,,-63.0,
604.239904,0.952,-0.192,0.012,,-63.0,
604.289952,0.966,-0.18,-0.002,,-63.0,
604.34,0.952,-0.164,-0.008,,-63.0,
604.389856,0.94,-0.174,-0.01,,-64.0,
604.439904,0.946,-0.168,-0.058,,-64.0,
604.489952,0.95,-0.154,-0.078,,-64.0,
604.54,0.956,-0.146,-0.072,,-64.0,
604.590856,0.946,-0.158,-0.062,,-68.0,
604.640904,0.94,-0.158,-0.058,,-68.0,
604.690952,0.966,-0.176,-0.052,,-68.0,
604.741,0.992,-0.194,-0.026,,-68.0,
604.790856,1.008,-0.194,-0.032,,-67.0,
604.840904,0.994,-0.186,-0.01,,-67.0,
604.890952,1.004,-0.158,-0.026,,-67.0,
604.941,0.98,-0.142,-0.05,,-67.0,
604.990856,0.974,-0.122,-0.026,,-69.0,
605.040904,0.934,-0.082,-0.08,,-69.0,
605.090952,0.942,-0.154,-0.032,,-69.0,
605.141,0.822,0.022,-0.042,,-69.0,
605.190856,0.87,0.016,0.006,,-72.0,
605.240904,0.892,-0.072,0.014,,-72.0,
605.290952,1.12,-0.336,0.312,,-72.0,
605.341,0.982,-0.296,0.054,,-72.0,
605.390856,0.856,-0.176,-0.08,,-66.0,
605.440904,0.6,0.236,-0.266,,-66.0,
605.490952,0.664,-0.032,-0.104,,-66.0,
605.541,0.688,-0.08,-0.18,,-66.0,
605.591856,0.79,-0.058,-0.158,,-65.0,
605.641904,0.872,0.062,-0.276,,-65.0,
605.691952,0.844,0.162,-0.306,,-65.0,
605.742,1.034,-0.066,-0.2,,-65.0,
605.791856,1.09,-0.328,-0.132,,-67.0,
605.841904,0.998,-0.186,-0.114,,-67.0,
605.891952,0.962,0.134,-0.24,,-67.0,
605.942,0.976,0.06,-0.19,,-67.0,
605.991856,0.918,-0.042,-0.16,,-67.0,
606.041904,0.828,-0.058,-0.128,,-67.0,
606.091952,0.926,-0.2,-0.192,,-67.0,
606.142,1.046,-0.154,-0.244,,-67.0,
606.191856,1.12,-0.308,-0.346,,-64.0,
606.241904,1.006,-0.306,-0.36,,-64.0,
606.291952,1.12,-0.37,-0.208,,-64.0,
606.342,1.464,-0.328,-0.226,,-64.0,
606.391856,1.278,-0.08,-0.322,,-66.0,
606.441904,0.888,-0.218,-0.148,,-66.0,
606.491952,0.712,-0.074,-0.032,,-66.0,
606.542,0.752,-0.242,-0.132,,-66.0,
606.592856,0.79,-0.144,-0.344,,-63.0,
606.642904,0.84,-0.226,-0.28,,-63.0,
606.692952,1.138,-1.294,0.006,,-63.0,
606.743,0.924,-0.304,-0.218,,-63.0,
606.792856,0.998,-0.242,-0.178,,-65.0,
606.842904,0.954,-0.29,-0.128,,-65.0,
606.892952,0.848,-0.292,-0.144,,-65.0,
606.943,0.846,-0.328,-0.092,,-65.0,
606.992856,0.866,-0.388,-0.122,,-64.0,
607.042904,0.824,-0.48,-0.248,,-64.0,
607.092952,0.796,-0.496,-0.244,,-64.0,
607.143,0.794,-0.562,-0.264,,-64.0,
607.192856,0.792,-0.52,-0.264,,-65.0,
607.242904,0.742,-0.464,-0.288,,-65.0,
607.292952,0.75,-0.5,-0.288,,-65.0,
607.343,0.742,-0.584,-0.338,,-65.0,
607.392856,0.782,-0.634,-0.34,,-66.0,
607.442904,0.806,-0.698,-0.318,,-66.0,
607.492952,0.87,-0.59,-0.28,,-66.0,
607.543,0.904,-0.51,-0.202,,-66.0,
607.592856,0.886,-0.43,-0.12,,-66.0,
607.642904,0.938,-0.446,-0.104,,-66.0,
607.692952,0.888,-0.488,-0.068,,-66.0,
607.743,0.818,-0.602,-0.144,,-66.0,
607.793856,0.902,-0.818,-0.24,,-63.0,
607.843904,0.67,-0.884,-0.336,,-63.0,
607.893952,0.518,-0.926,-0.234,,-63.0,
607.944,0.344,-0.756,-0.238,,-63.0,
607.993856,0.304,-0.632,-0.176,,-61.0,
608.043904,0.35,-0.572,-0.104,,-61.0,
608.093952,0.36,-0.546,-0.148,,-61.0,
608.144,0.456,-0.868,-0.19,,-61.0,
608.193856,0.48,-0.91,-0.186,,-62.0,
608.243904,0.29,-0.744,-0.298,,-62.0,
608.293952,0.24,-0.826,-0.346,,-62.0,
608.344,0.184,-1.08,-0.314,,-62.0,
608.393856,0.176,-0.872,-0.282,,-63.0,
608.443904,0.284,-0.816,-0.154,,-63.0,
608.493952,0.306,-0.922,-0.146,,-63.0,
608.544,0.338,-0.85,-0.116,,-63.0,
608.593856,0.238,-0.862,-0.128,,-64.0,
608.643904,0.198,-1.118,-0.208,,-64.0,
608.693952,0.208,-0.834,-0.106,,-64.0,
608.744,0.322,-0.786,-0.052,,-64.0,
608.794856,0.302,-0.922,-0.112,,-65.0,
608.844904,0.284,-0.93,-0.132,,-65.0,
608.894952,0.224,-0.912,-0.242,,-65.0,
608.945,0.188,-0.906,-0.25,,-65.0,
608.994856,0.206,-1.016,-0.202,,-64.0,
609.044904,0.216,-0.976,-0.16,,-64.0,
609.094952,0.21,-0.964,-0.164,,-64.0,
609.145,0.208,-1.044,-0.13,,-64.0,
609.194856,0.294,-1.266,-0.08,,-63.0,
609.244904,0.224,-1.114,-0.016,,-63.0,
609.294952,0.194,-1.0,0.392,,-63.0,
609.345,0.088,-0.646,0.342,,-63.0,
609.394856,0.022,-0.832,0.456,,-66.0,
609.444904,0.144,-0.44,0.664,,-66.0,
609.494952,0.204,-0.466,0.8,,-66.0,
609.545,0.286,-0.756,0.782,,-66.0,
609.594856,0.188,-0.672,0.812,,-68.0,
609.644904,0.152,-0.642,0.846,,-68.0,
609.694952,0.182,-0.542,0.784,,-68.0,
609.745,0.184,-0.668,0.918,,-68.0,
609.795856,0.044,-0.388,0.82,,-69.0,
609.845904,0.086,-0.656,0.894,,-69.0,
609.946,0.038,-0.616,0.92,,-69.0,
609.995856,0.034,-0.592,0.782,,-68.0,
610.045904,-0.122,-0.8,0.742,,-68.0,
610.095952,0.066,-0.73,0.876,,-68.0,
610.146,-0.008,-0.798,0.792,,-68.0,
610.195856,-0.072,-0.712,0.758,,-68.0,
610.245904,-0.016,-0.724,0.712,,-68.0,
610.295952,-0.032,-0.692,0.712,,-68.0,
610.346,-0.116,-0.672,0.742,,-68.0,
610.395856,-0.094,-0.686,0.62,,-67.0,
610.445904,-0.162,-0.648,0.656,,-67.0,
610.495952,-0.146,-0.672,0.62,,-67.0,
610.546,-0.114,-0.69,0.68,,-67.0,
610.595856,-0.072,-0.67,0.836,,-68.0,
610.645904,0.062,-0.712,0.976,,-68.0,
610.695952,0.04,-0.538,0.648,,-68.0,
610.746,0.058,-0.664,0.686,,-68.0,
610.796856,0.108,-0.818,0.88,,-68.0,
610.846904,0.126,-0.72,0.952,,-68.0,
610.896952,0.124,-0.538,0.75,,-68.0,
610.947,0.302,-0.292,0.668,,-68.0,
610.996856,0.342,-0.24,0.59,,-63.0,
611.046904,0.454,-0.442,0.408,,-63.0,
611.096952,0.47,-0.304,0.28,,-63.0,
611.147,0.716,-0.528,-0.048,,-63.0,
611.196856,0.918,-0.922,-0.158,,-67.0,
611.246904,1.0,-0.968,-0.388,,-67.0,
611.296952,1.152,-1.082,-0.424,,-67.0,
611.347,0.952,-0.634,-0.368,,-67.0,
611.396856,0.902,-0.576,-0.298,,-70.0,
611.446904,0.974,-0.558,-0.116,,-70.0,
611.496952,0.976,-0.488,-0.128,,-70.0,
611.547,0.99,-0.376,-0.106,,-70.0,
611.596856,1.008,-0.306,0.006,,-70.0,
611.646904,1.008,-0.232,0.012,,-70.0,
611.696952,0.998,-0.196,0.024,,-70.0,
611.747,1.004,-0.192,0.02,,-70.0,
611.797856,0.984,-0.218,-0.008,,-70.0,
611.847904,0.976,-0.202,-0.016,,-70.0,
611.897952,0.968,-0.174,-0.032,,-70.0,
611.948,0.966,-0.16,-0.032,,-70.0,
611.997856,0.956,-0.16,-0.026,,-68.0,
612.047904,0.93,-0.138,-0.04,,-68.0,
612.097952,0.944,-0.148,-0.028,,-68.0,
612.148,0.926,-0.148,-0.014,,-68.0,
612.197856,0.974,-0.168,-0.016,,-70.0,
612.247904,0.958,-0.178,-0.008,,-70.0,
612.297952,0.96,-0.178,-0.016,,-70.0,
612.348,0.992,-0.194,-0.008,,-70.0,
612.397856,0.966,-0.192,-0.024,,-69.0,
612.447904,0.976,-0.186,-0.024,,-69.0,
612.497952,0.966,-0.194,-0.032,,-69.0,
