t,kitchen,living,study,stairs
602.3380000000001,,-69.0,,
602.3878559999999,,-69.0,,
602.437904,,-69.0,,
602.487952,,-69.0,,
602.538,,-69.0,,
602.588856,,-68.0,,
602.638904,,-68.0,,
602.688952,,-68.0,,
602.739,,-68.0,,
602.788856,,-69.0,,
602.838904,,-69.0,,
602.8889519999999,,-69.0,,
602.939,,-69.0,,
602.9888559999999,,-67.0,,
603.038904,,-67.0,,
603.088952,,-67.0,,
603.139,,-67.0,,
603.188856,,-69.0,,
603.238904,,-69.0,,
603.288952,,-69.0,,
603.339,,-69.0,,
603.3888559999999,,-67.0,,
603.438904,,-67.0,,
603.4889519999999,,-67.0,,
603.539,,-67.0,,
603.5898559999999,,-66.0,,
603.639904,,-66.0,,
603.689952,,-66.0,,
603.74,,-66.0,,
603.789856,,-63.0,,
603.839904,,-63.0,,
603.889952,,-63.0,,
603.94,,-63.0,,
603.9898559999999,,-63.0,,
604.039904,,-63.0,,
604.0899519999999,,-63.0,,
604.14,,-63.0,,
604.189856,,-63.0,,
604.239904,,-63.0,,
604.289952,,-63.0,,
604.34,,-63.0,,
604.389856,,-64.0,,
604.439904,,-64.0,,
604.4899519999999,,-64.0,,
604.54,,-64.0,,
604.5908559999999,,-68.0,,
604.640904,,-68.0,,
604.6909519999999,,-68.0,,
604.741,,-68.0,,
604.790856,,-67.0,,
604.840904,,-67.0,,
604.890952,,-67.0,,
604.941,,-67.0,,
604.990856,,-69.0,,
605.040904,,-69.0,,
605.0909519999999,,-69.0,,
605.141,,-69.0,,
605.1908559999999,,-72.0,,
605.240904,,-72.0,,
605.290952,,-72.0,,
605.341,,-72.0,,
605.390856,,-66.0,,
605.440904,,-66.0,,
605.490952,,-66.0,,
605.5409999999999,,-66.0,,
605.591856,,-65.0,,
605.641904,,-65.0,,
605.6919519999999,,-65.0,,
605.742,,-65.0,,
605.7918559999999,,-67.0,,
605.841904,,-67.0,,
605.891952,,-67.0,,
605.942,,-67.0,,
605.991856,,-67.0,,
606.041904,,-67.0,,
606.091952,,-67.0,,
606.1419999999999,,-67.0,,
606.1918559999999,,-64.0,,
606.241904,,-64.0,,
606.2919519999999,,-64.0,,
606.342,,-64.0,,
606.391856,,-66.0,,
606.441904,,-66.0,,
606.491952,,-66.0,,
606.5419999999999,,-66.0,,
606.592856,,-63.0,,
606.642904,,-63.0,,
606.692952,,-63.0,,
606.743,,-63.0,,
606.7928559999999,,-65.0,,
606.842904,,-65.0,,
606.8929519999999,,-65.0,,
606.943,,-65.0,,
606.992856,,-64.0,,
607.042904,,-64.0,,
607.092952,,-64.0,,
607.143,,-64.0,,
607.192856,,-65.0,,
607.242904,,-65.0,,
607.2929519999999,,-65.0,,
607.3430000000001,,-65.0,,
607.3928559999999,,-66.0,,
607.442904,,-66.0,,
607.492952,,-66.0,,
607.543,,-66.0,,
607.592856,,-66.0,,
607.642904,,-66.0,,
607.692952,,-66.0,,
607.743,,-66.0,,
607.793856,,-63.0,,
607.843904,,-63.0,,
607.8939519999999,,-63.0,,
607.944,,-63.0,,
607.9938559999999,,-61.0,,
608.043904,,-61.0,,
608.093952,,-61.0,,
608.144,,-61.0,,
608.193856,,-62.0,,
608.243904,,-62.0,,
608.293952,,-62.0,,
608.344,,-62.0,,
608.3938559999999,,-63.0,,
608.443904,,-63.0,,
608.4939519999999,,-63.0,,
608.544,,-63.0,,
608.593856,,-64.0,,
608.643904,,-64.0,,
608.693952,,-64.0,,
608.744,,-64.0,,
608.794856,,-65.0,,
608.844904,,-65.0,,
608.894952,,-65.0,,
608.945,,-65.0,,
608.9948559999999,,-64.0,,
609.044904,,-64.0,,
609.0949519999999,,-64.0,,
609.145,,-64.0,,
609.194856,,-63.0,,
609.244904,,-63.0,,
609.294952,,-63.0,,
609.345,,-63.0,,
609.394856,,-66.0,,
609.444904,,-66.0,,
609.494952,,-66.0,,
609.545,,-66.0,,
609.5948559999999,,-68.0,,
609.644904,,-68.0,,
609.694952,,-68.0,,
609.745,,-68.0,,
609.795856,,-69.0,,
609.845904,,-69.0,,
609.946,,-69.0,,
609.995856,,-68.0,,
610.045904,,-68.0,,
610.095952,,-68.0,,
610.146,,-68.0,,
610.1958559999999,,-68.0,,
610.245904,,-68.0,,
610.2959519999999,,-68.0,,
610.346,,-68.0,,
610.395856,,-67.0,,
610.445904,,-67.0,,
610.495952,,-67.0,,
610.5459999999999,,-67.0,,
610.5958559999999,,-68.0,,
610.645904,,-68.0,,
610.6959519999999,,-68.0,,
610.746,,-68.0,,
610.7968559999999,,-68.0,,
610.846904,,-68.0,,
610.8969519999999,,-68.0,,
610.947,,-68.0,,
610.996856,,-63.0,,
611.046904,,-63.0,,
611.096952,,-63.0,,
611.1469999999999,,-63.0,,
611.1968559999999,,-67.0,,
611.246904,,-67.0,,
611.2969519999999,,-67.0,,
611.347,,-67.0,,
611.396856,,-70.0,,
611.446904,,-70.0,,
611.496952,,-70.0,,
611.547,,-70.0,,
611.596856,,-70.0,,
611.646904,,-70.0,,
611.696952,,-70.0,,
611.747,,-70.0,,
611.7978559999999,,-70.0,,
611.847904,,-70.0,,
611.8979519999999,,-70.0,,
611.948,,-70.0,,
611.997856,,-68.0,,
612.047904,,-68.0,,
612.097952,,-68.0,,
612.148,,-68.0,,
612.197856,,-70.0,,
612.247904,,-70.0,,
612.297952,,-70.0,,
612.3480000000001,,-70.0,,
612.3978559999999,,-69.0,,
612.447904,,-69.0,,
612.4979519999999,,-69.0,,
612.548,,-69.0,,
612.597856,,-69.0,,
612.647904,,-69.0,,
612.697952,,-69.0,,
612.748,,-69.0,,
612.7978559999999,,-70.0,,
612.847904,,-70.0,,
612.8979519999999,,-70.0,,
612.948,,-70.0,,
612.9988559999999,,-69.0,,
613.048904,,-69.0,,
613.0989519999999,,-69.0,,
613.149,,-69.0,,
613.198856,,-69.0,,
613.248904,,-69.0,,
613.298952,,-69.0,,
613.349,,-69.0,,
613.3988559999999,,-69.0,,
613.448904,,-69.0,,
613.4989519999999,,-69.0,,
613.549,,-69.0,,
613.598856,,-69.0,,
613.648904,,-69.0,,
613.698952,,-69.0,,
613.749,,-69.0,,
613.798856,,-68.0,,
613.848904,,-68.0,,
613.898952,,-68.0,,
613.9490000000001,,-68.0,,
613.9998559999999,,-67.0,,
614.049904,,-67.0,,
614.0999519999999,,-67.0,,
614.15,,-67.0,,
614.199856,,-67.0,,
614.249904,,-67.0,,
614.299952,,-67.0,,
614.35,,-67.0,,
614.399856,,-67.0,,
614.4499040000001,,-67.0,,
614.499952,,-67.0,,
614.55,,-67.0,,
614.5998559999999,,-68.0,,
614.649904,,-68.0,,
614.6999519999999,,-68.0,,
614.75,,-68.0,,
614.799856,,-67.0,,
614.849904,,-67.0,,
614.899952,,-67.0,,
614.95,,-67.0,,
615.000856,,-66.0,,
615.0509040000001,,-66.0,,
615.100952,,-66.0,,
615.151,,-66.0,,
615.2008559999999,,-64.0,,
615.250904,,-64.0,,
615.3009519999999,,-64.0,,
615.351,,-64.0,,
615.400856,,-64.0,,
615.450904,,-64.0,,
615.500952,,-64.0,,
615.5509999999999,,-64.0,,
615.6008559999999,,-66.0,,
615.650904,,-66.0,,
615.7009519999999,,-66.0,,
615.751,,-66.0,,
615.800856,,-66.0,,
615.850904,,-66.0,,
615.900952,,-66.0,,
615.951,,-66.0,,
616.001856,,-67.0,,
616.051904,,-67.0,,
616.101952,,-67.0,,
616.1519999999999,,-67.0,,
616.2018559999999,,-69.0,,
616.251904,,-69.0,,
616.3019519999999,,-69.0,,
616.352,,-69.0,,
616.401856,,-70.0,,
616.451904,,-70.0,,
616.501952,,-70.0,,
616.552,,-70.0,,
616.601856,,-74.0,,
616.6519040000001,,-74.0,,
616.701952,,-74.0,,
616.752,,-74.0,,
616.8018559999999,,-68.0,,
616.851904,,-68.0,,
616.9019519999999,,-68.0,,
616.952,,-68.0,,
617.002856,,-66.0,,
617.052904,,-66.0,,
617.102952,,-66.0,,
617.153,,-66.0,,
617.202856,,-70.0,,
617.2529040000001,,-70.0,,
617.302952,,-70.0,,
617.3530000000001,,-70.0,,
617.4028559999999,,-75.0,,
617.452904,,-75.0,,
617.5029519999999,,-75.0,,
617.553,,-75.0,,
617.602856,,-75.0,,
617.652904,,-75.0,,
617.702952,,-75.0,,
617.753,,-75.0,,
617.8028559999999,,-71.0,,
617.852904,,-71.0,,
617.9029519999999,,-71.0,,
617.953,,-71.0,,
618.002856,,-68.0,,
618.052904,,-68.0,,
618.102952,,-68.0,,
618.153,,-68.0,,
618.203856,,-68.0,,
618.253904,,-68.0,,
618.303952,,-68.0,,
618.354,,-68.0,,
618.4038559999999,,-66.0,,
618.453904,,-66.0,,
618.5039519999999,,-66.0,,
618.554,,-66.0,,
618.603856,,-66.0,,
618.653904,,-66.0,,
618.703952,,-66.0,,
618.754,,-66.0,,
618.803856,,-67.0,,
618.853904,,-67.0,,
618.903952,,-67.0,,
618.9540000000001,,-67.0,,
619.0038559999999,,-64.0,,
619.053904,,-64.0,,
619.1039519999999,,-64.0,,
619.154,,-64.0,,
619.204856,,-69.0,,
619.254904,,-69.0,,
619.304952,,-69.0,,
619.355,,-69.0,,
619.404856,,-70.0,,
619.454904,,-70.0,,
619.504952,,-70.0,,
619.555,,-70.0,,
619.6048559999999,,-68.0,,-102.0
619.654904,,-68.0,,-102.0
619.7049519999999,,-68.0,,-102.0
619.755,,-68.0,,-102.0
619.804856,,-74.0,,
619.854904,,-74.0,,
619.904952,,-74.0,,
619.955,,-74.0,,
620.0048559999999,,-76.0,,
620.054904,,-76.0,,
620.1049519999999,,-76.0,,
620.155,,-76.0,,
620.2058559999999,,-72.0,,-100.0
620.255904,,-72.0,,-100.0
620.3059519999999,,-72.0,,-100.0
620.356,,-72.0,,-100.0
620.405856,,-68.0,,-100.0
620.455904,,-68.0,,-100.0
620.505952,,-68.0,,-100.0
620.556,,-68.0,,-100.0
620.6058559999999,,-81.0,,
620.655904,,-81.0,,
620.7059519999999,,-81.0,,
620.756,,-81.0,,
620.805856,,-74.0,,
620.855904,,-74.0,,
620.905952,,-74.0,,
620.956,,-74.0,,
621.005856,,-78.0,,
621.055904,,-78.0,,
621.105952,,-78.0,,
621.156,,-78.0,,
621.2068559999999,,-84.0,,
621.256904,,-84.0,,
621.3069519999999,,-84.0,,
621.357,,-84.0,,
621.406856,,-72.0,,
621.456904,,-72.0,,
621.506952,,-72.0,,
621.557,,-72.0,,
621.606856,,-67.0,,
621.656904,,-67.0,,
621.706952,,-67.0,,
621.757,,-67.0,,
621.8068559999999,,-63.0,,
621.856904,,-63.0,,
621.9069519999999,,-63.0,,
621.957,,-63.0,,
622.006856,,-70.0,,
622.056904,,-70.0,,
622.106952,,-70.0,,
622.1569999999999,,-70.0,,
622.207856,,-69.0,,
622.257904,,-69.0,,
622.307952,,-69.0,,
622.3580000000001,,-69.0,,
622.4078559999999,,-73.0,,
622.457904,,-73.0,,
622.5079519999999,,-73.0,,
622.558,,-73.0,,
622.607856,,-76.0,,
622.657904,,-76.0,,
622.707952,,-76.0,,
622.758,,-76.0,,
622.807856,,-69.0,,
622.857904,,-69.0,,
622.9079519999999,,-69.0,,
622.9580000000001,,-69.0,,
623.007856,,-74.0,,
623.057904,,-74.0,,
623.107952,,-74.0,,
623.158,,-74.0,,
623.207856,,-72.0,,
623.257904,,-72.0,,
623.307952,,-72.0,,
623.3580000000001,,-72.0,,
623.608856,,-65.0,,
623.658904,,-65.0,,
623.708952,,-65.0,,
623.759,,-65.0,,
623.808856,,-67.0,,
623.858904,,-67.0,,
623.908952,,-67.0,,
623.9590000000001,,-67.0,,
624.0088559999999,,-68.0,,
624.058904,,-68.0,,
624.1089519999999,,-68.0,,
624.159,,-68.0,,
624.208856,,-69.0,,
624.258904,,-69.0,,
624.308952,,-69.0,,
624.359,,-69.0,,
624.408856,,-66.0,,
624.458904,,-66.0,,
624.5089519999999,,-66.0,,
624.559,,-66.0,,
624.6098559999999,,-66.0,,
624.659904,,-66.0,,
624.7099519999999,,-66.0,,
624.76,,-66.0,,
624.809856,,-66.0,,
624.859904,,-66.0,,
624.909952,,-66.0,,
624.96,,-66.0,,
625.009856,,-66.0,,
625.059904,,-66.0,,
625.1099519999999,,-66.0,,
625.16,,-66.0,,
625.209856,,-66.0,,
625.259904,,-66.0,,
625.309952,,-66.0,,
625.36,,-66.0,,
625.409856,,-66.0,,
625.459904,,-66.0,,
625.509952,,-66.0,,
625.56,,-66.0,,
625.610856,,-66.0,,
625.660904,,-66.0,,
625.7109519999999,,-66.0,,
625.761,,-66.0,,
625.810856,,-66.0,,
625.860904,,-66.0,,
625.910952,,-66.0,,
625.961,,-66.0,,
626.010856,,-66.0,,
626.060904,,-66.0,,
626.110952,,-66.0,,
626.161,,-66.0,,
626.2108559999999,,-66.0,,
626.260904,,-66.0,,
626.3109519999999,,-66.0,,
626.361,,-66.0,,
626.410856,,-66.0,,
626.460904,,-66.0,,
626.510952,,-66.0,,
626.561,,-66.0,,
626.611856,,-66.0,,
626.661904,,-66.0,,
626.711952,,-66.0,,
626.762,,-66.0,,
626.8118559999999,,-66.0,,
626.861904,,-66.0,,
626.9119519999999,,-66.0,,
626.962,,-66.0,,
627.011856,,-66.0,,
627.061904,,-66.0,,
627.111952,,-66.0,,
627.1619999999999,,-66.0,,
627.211856,,-67.0,,
627.261904,,-67.0,,
627.3119519999999,,-67.0,,
627.362,,-67.0,,
627.411856,,-67.0,,
627.461904,,-67.0,,
627.511952,,-67.0,,
627.562,,-67.0,,
627.612856,,-67.0,,
627.662904,,-67.0,,
627.712952,,-67.0,,
627.763,,-67.0,,
627.812856,,-68.0,,
627.862904,,-68.0,,
627.9129519999999,,-68.0,,
627.9630000000001,,-68.0,,
628.0128559999999,,-68.0,,
628.062904,,-68.0,,
628.112952,,-68.0,,
628.163,,-68.0,,
628.212856,,-68.0,,
628.262904,,-68.0,,
628.312952,,-68.0,,
628.363,,-68.0,,
628.4128559999999,,-68.0,,
628.462904,,-68.0,,
628.5129519999999,,-68.0,,
628.563,,-68.0,,
628.612856,,-68.0,,
628.662904,,-68.0,,
628.712952,,-68.0,,
628.763,,-68.0,,
628.813856,,-68.0,,
628.863904,,-68.0,,
628.913952,,-68.0,,
628.964,,-68.0,,
629.0138559999999,,-78.0,,
629.063904,,-78.0,,
629.1139519999999,,-78.0,,
629.164,,-78.0,,
629.213856,,-73.0,,
629.263904,,-73.0,,
629.313952,,-73.0,,
629.364,,-73.0,,
629.413856,,-72.0,,
629.463904,,-72.0,,
629.5139519999999,,-72.0,,
629.564,,-72.0,,
629.6138559999999,,-81.0,,
629.663904,,-81.0,,
629.713952,,-81.0,,
629.764,,-81.0,,
629.814856,,-72.0,,
629.864904,,-72.0,,
629.914952,,-72.0,,
629.965,,-72.0,,
630.014856,,-73.0,,
630.064904,,-73.0,,
630.1149519999999,,-73.0,,
630.165,,-73.0,,
630.2148559999999,,-75.0,,
630.264904,,-75.0,,
630.314952,,-75.0,,
630.365,,-75.0,,
630.414856,,-74.0,,
630.464904,,-74.0,,
630.514952,,-74.0,,
630.565,,-74.0,,
630.6148559999999,,-72.0,,
630.664904,,-72.0,,
630.7149519999999,,-72.0,,
630.765,,-72.0,,
630.8158559999999,,-72.0,,
630.865904,,-72.0,,
630.915952,,-72.0,,
630.966,,-72.0,,
631.015856,,-74.0,,
631.065904,,-74.0,,
631.115952,,-74.0,,
631.1659999999999,,-74.0,,
631.2158559999999,,-71.0,,
631.265904,,-71.0,,
631.3159519999999,,-71.0,,
631.366,,-71.0,,
631.415856,,-70.0,,
631.465904,,-70.0,,
631.515952,,-70.0,,
631.566,,-70.0,,
631.615856,,-72.0,,
631.665904,,-72.0,,
631.7159519999999,,-72.0,,
631.766,,-72.0,,
631.8168559999999,,-66.0,,
631.866904,,-66.0,,
631.9169519999999,,-66.0,,
631.967,,-66.0,,
632.016856,,-71.0,,
632.066904,,-71.0,,
632.116952,,-71.0,,
632.1669999999999,,-71.0,,
632.216856,-99.0,-69.0,,-98.0
632.266904,-99.0,-69.0,,-98.0
632.3169519999999,-99.0,-69.0,,-98.0
632.367,-99.0,-69.0,,-98.0
632.4168559999999,-100.0,-71.0,,
632.466904,-100.0,-71.0,,
632.516952,-100.0,-71.0,,
632.567,-100.0,-71.0,,
632.616856,-100.0,-73.0,,-98.0
632.666904,-100.0,-73.0,,-98.0
632.716952,-100.0,-73.0,,-98.0
632.7669999999999,-100.0,-73.0,,-98.0
632.817856,,-75.0,,
632.867904,,-75.0,,
632.9179519999999,,-75.0,,
632.9680000000001,,-75.0,,
633.0178559999999,,-71.0,,-99.0
633.067904,,-71.0,,-99.0
633.117952,,-71.0,,-99.0
633.168,,-71.0,,-99.0
633.217856,-98.0,-74.0,,
633.267904,-98.0,-74.0,,
633.317952,-98.0,-74.0,,
633.368,-98.0,-74.0,,
633.4178559999999,-102.0,-72.0,,-95.0
633.467904,-102.0,-72.0,,-95.0
633.5179519999999,-102.0,-72.0,,-95.0
633.568,-102.0,-72.0,,-95.0
633.617856,-99.0,-83.0,,-100.0
633.667904,-99.0,-83.0,,-100.0
633.717952,-99.0,-83.0,,-100.0
633.768,-99.0,-83.0,,-100.0
633.817856,-100.0,-75.0,,
633.867904,-100.0,-75.0,,
633.9179519999999,-100.0,-75.0,,
633.9680000000001,-100.0,-75.0,,
634.0188559999999,,-89.0,,
634.068904,,-89.0,,
634.1189519999999,,-89.0,,
634.169,,-89.0,,
634.218856,,-79.0,,
634.268904,,-79.0,,
634.318952,,-79.0,,
634.369,,-79.0,,
634.418856,,-75.0,,
634.468904,,-75.0,,
634.5189519999999,,-75.0,,
634.569,,-75.0,,
634.6188559999999,-103.0,-76.0,,
634.668904,-103.0,-76.0,,
634.718952,-103.0,-76.0,,
634.769,-103.0,-76.0,,
634.818856,,-82.0,,-94.0
634.868904,,-82.0,,-94.0
634.918952,,-82.0,,-94.0
634.969,,-82.0,,-94.0
635.019856,-93.0,-71.0,,-102.0
635.069904,-93.0,-71.0,,-102.0
635.119952,-93.0,-71.0,,-102.0
635.17,-93.0,-71.0,,-102.0
635.2198559999999,,-74.0,,-88.0
635.269904,,-74.0,,-88.0
635.319952,,-74.0,,-88.0
635.37,,-74.0,,-88.0
635.419856,-96.0,-74.0,,-92.0
635.469904,-96.0,-74.0,,-92.0
635.519952,-96.0,-74.0,,-92.0
635.57,-96.0,-74.0,,-92.0
635.6198559999999,-97.0,-78.0,,-89.0
635.669904,-97.0,-78.0,,-89.0
635.7199519999999,-97.0,-78.0,,-89.0
635.77,-97.0,-78.0,,-89.0
635.819856,-91.0,-74.0,,-88.0
635.869904,-91.0,-74.0,,-88.0
635.919952,-91.0,-74.0,,-88.0
635.97,-91.0,-74.0,,-88.0
636.020856,-91.0,-72.0,,-91.0
636.070904,-91.0,-72.0,,-91.0
636.120952,-91.0,-72.0,,-91.0
636.1709999999999,-91.0,-72.0,,-91.0
636.2208559999999,-93.0,-75.0,,-90.0
636.270904,-93.0,-75.0,,-90.0
636.3209519999999,-93.0,-75.0,,-90.0
636.371,-93.0,-75.0,,-90.0
636.420856,-95.0,-79.0,,-89.0
636.470904,-95.0,-79.0,,-89.0
636.520952,-95.0,-79.0,,-89.0
636.571,-95.0,-79.0,,-89.0
636.620856,-94.0,-76.0,,-90.0
636.670904,-94.0,-76.0,,-90.0
636.720952,-94.0,-76.0,,-90.0
636.771,-94.0,-76.0,,-90.0
636.8208559999999,-94.0,-69.0,,-88.0
636.870904,-94.0,-69.0,,-88.0
636.9209519999999,-94.0,-69.0,,-88.0
636.971,-94.0,-69.0,,-88.0
637.021856,-96.0,-70.0,,-103.0
637.071904,-96.0,-70.0,,-103.0
637.121952,-96.0,-70.0,,-103.0
637.172,-96.0,-70.0,,-103.0
637.221856,,-84.0,,
637.271904,,-84.0,,
637.321952,,-84.0,,
637.372,,-84.0,,
637.4218559999999,,-74.0,,-102.0
637.471904,,-74.0,,-102.0
637.5219519999999,,-74.0,,-102.0
637.572,,-74.0,,-102.0
637.621856,-102.0,-67.0,,-94.0
637.671904,-102.0,-67.0,,-94.0
637.721952,-102.0,-67.0,,-94.0
637.7719999999999,-102.0,-67.0,,-94.0
637.8218559999999,,-71.0,,
637.871904,,-71.0,,
637.9219519999999,,-71.0,,
637.972,,-71.0,,
638.0228559999999,,-70.0,,-99.0
638.072904,,-70.0,,-99.0
638.1229519999999,,-70.0,,-99.0
638.173,,-70.0,,-99.0
638.222856,,-75.0,,
638.272904,,-75.0,,
638.322952,,-75.0,,
638.373,,-75.0,,
638.4228559999999,,-81.0,,
638.472904,,-81.0,,
638.5229519999999,,-81.0,,
638.573,,-81.0,,
638.622856,,-74.0,,
638.672904,,-74.0,,
638.722952,,-74.0,,
638.773,,-74.0,,
638.822856,,-75.0,,
638.872904,,-75.0,,
638.922952,,-75.0,,
638.9730000000001,,-75.0,,
639.0228559999999,,-78.0,,
639.072904,,-78.0,,
639.1229519999999,,-78.0,,
639.173,,-78.0,,
639.223856,,-69.0,,-102.0
639.273904,,-69.0,,-102.0
639.323952,,-69.0,,-102.0
639.374,,-69.0,,-102.0
639.423856,,-68.0,,
639.473904,,-68.0,,
639.523952,,-68.0,,
639.5740000000001,,-68.0,,
639.6238559999999,,-67.0,,-98.0
639.673904,,-67.0,,-98.0
639.7239519999999,,-67.0,,-98.0
639.774,,-67.0,,-98.0
639.823856,,-73.0,,
639.873904,,-73.0,,
639.923952,,-73.0,,
639.974,,-73.0,,
640.0238559999999,,-70.0,,
640.073904,,-70.0,,
640.1239519999999,,-70.0,,
640.174,,-70.0,,
640.2248559999999,,-70.0,,
640.274904,,-70.0,,
640.3249519999999,,-70.0,,
640.375,,-70.0,,
640.424856,,-69.0,,
640.474904,,-69.0,,
640.524952,,-69.0,,
640.575,,-69.0,,
640.6248559999999,,-68.0,,
640.674904,,-68.0,,
640.7249519999999,,-68.0,,
640.775,,-68.0,,
640.824856,,-70.0,,
640.874904,,-70.0,,
640.924952,,-70.0,,
640.975,,-70.0,,
641.024856,,-69.0,,
641.0749040000001,,-69.0,,
641.124952,,-69.0,,
641.175,,-69.0,,
641.2258559999999,,-74.0,,
641.275904,,-74.0,,
641.3259519999999,,-74.0,,
641.376,,-74.0,,
641.425856,,-73.0,,
641.475904,,-73.0,,
641.525952,,-73.0,,
641.576,,-73.0,,
641.625856,,-75.0,,
641.6759040000001,,-75.0,,
641.725952,,-75.0,,
641.776,,-75.0,,
641.8258559999999,,-73.0,,
641.875904,,-73.0,,
641.9259519999999,,-73.0,,
641.976,,-73.0,,
642.025856,,-73.0,,
642.075904,,-73.0,,
642.125952,,-73.0,,
642.1759999999999,,-73.0,,
642.226856,,-74.0,,
642.2769040000001,,-74.0,,
642.326952,,-74.0,,
642.377,,-74.0,,
642.4268559999999,,-77.0,,
642.476904,,-77.0,,
642.5269519999999,,-77.0,,
642.577,,-77.0,,
642.626856,,-71.0,,
642.676904,,-71.0,,
642.726952,,-71.0,,
642.7769999999999,,-71.0,,
642.8268559999999,,-69.0,,
642.876904,,-69.0,,
642.9269519999999,,-69.0,,
642.977,,-69.0,,
643.026856,,-69.0,,
643.076904,,-69.0,,
643.126952,,-69.0,,
643.177,,-69.0,,
643.227856,,-71.0,,
643.277904,,-71.0,,
643.327952,,-71.0,,
643.378,,-71.0,,
643.4278559999999,,-72.0,,
643.477904,,-72.0,,
643.5279519999999,,-72.0,,
643.578,,-72.0,,
643.627856,,-74.0,,-100.0
643.677904,,-74.0,,-100.0
643.727952,,-74.0,,-100.0
643.778,,-74.0,,-100.0
643.827856,,-68.0,,-96.0
643.8779040000001,,-68.0,,-96.0
643.927952,,-68.0,,-96.0
643.9780000000001,,-68.0,,-96.0
644.0278559999999,,-72.0,,-98.0
644.077904,,-72.0,,-98.0
644.1279519999999,,-72.0,,-98.0
644.178,,-72.0,,-98.0
644.227856,,-72.0,,-100.0
644.277904,,-72.0,,-100.0
644.327952,,-72.0,,-100.0
644.378,,-72.0,,-100.0
644.428856,,-68.0,,-92.0
644.478904,,-68.0,,-92.0
644.528952,,-68.0,,-92.0
644.5790000000001,,-68.0,,-92.0
644.6288559999999,,-68.0,,-94.0
644.678904,,-68.0,,-94.0
644.7289519999999,,-68.0,,-94.0
644.779,,-68.0,,-94.0
644.828856,,-67.0,,
644.878904,,-67.0,,
644.928952,,-67.0,,
644.979,,-67.0,,
645.0288559999999,,-65.0,,-98.0
645.078904,,-65.0,,-98.0
645.1289519999999,,-65.0,,-98.0
645.179,,-65.0,,-98.0
645.228856,,-65.0,,
645.278904,,-65.0,,
645.328952,,-65.0,,
645.379,,-65.0,,
645.429856,,-66.0,,
645.479904,,-66.0,,
645.529952,,-66.0,,
645.58,,-66.0,,
645.6298559999999,-102.0,-66.0,,-100.0
645.679904,-102.0,-66.0,,-100.0
645.7299519999999,-102.0,-66.0,,-100.0
645.78,-102.0,-66.0,,-100.0
645.829856,,-63.0,,
645.879904,,-63.0,,
645.929952,,-63.0,,
645.98,,-63.0,,
646.029856,-101.0,-69.0,,-102.0
646.079904,-101.0,-69.0,,-102.0
646.129952,-101.0,-69.0,,-102.0
646.18,-101.0,-69.0,,-102.0
646.2298559999999,-102.0,-68.0,,
646.279904,-102.0,-68.0,,
646.3299519999999,-102.0,-68.0,,
646.38,-102.0,-68.0,,
646.430856,-93.0,-66.0,,
646.480904,-93.0,-66.0,,
646.530952,-93.0,-66.0,,
646.581,-93.0,-66.0,,
646.630856,-93.0,-66.0,,
646.680904,-93.0,-66.0,,
646.730952,-93.0,-66.0,,
646.781,-93.0,-66.0,,
646.8308559999999,,-70.0,,
646.880904,,-70.0,,
646.9309519999999,,-70.0,,
646.981,,-70.0,,
647.030856,,-74.0,,-97.0
647.080904,,-74.0,,-97.0
647.130952,,-74.0,,-97.0
647.181,,-74.0,,-97.0
647.2308559999999,,-75.0,,-102.0
647.280904,,-75.0,,-102.0
647.3309519999999,,-75.0,,-102.0
647.381,,-75.0,,-102.0
647.4318559999999,-94.0,-74.0,,
647.481904,-94.0,-74.0,,
647.5319519999999,-94.0,-74.0,,
647.582,-94.0,-74.0,,
647.631856,,-75.0,,
647.681904,,-75.0,,
647.731952,,-75.0,,
647.7819999999999,,-75.0,,
647.8318559999999,-99.0,-73.0,,
647.881904,-99.0,-73.0,,
647.9319519999999,-99.0,-73.0,,
647.982,-99.0,-73.0,,
648.031856,-103.0,-70.0,,
648.081904,-103.0,-70.0,,
648.182,-103.0,-70.0,,
648.231856,,-72.0,,-105.0
648.281904,,-72.0,,-105.0
648.331952,,-72.0,,-105.0
648.382,,-72.0,,-105.0
648.432856,,-81.0,,-96.0
648.482904,,-81.0,,-96.0
648.5329519999999,,-81.0,,-96.0
648.5830000000001,,-81.0,,-96.0
648.632856,,-75.0,,-96.0
648.682904,,-75.0,,-96.0
648.732952,,-75.0,,-96.0
648.783,,-75.0,,-96.0
648.832856,-101.0,-73.0,,-92.0
648.882904,-101.0,-73.0,,-92.0
648.932952,-101.0,-73.0,,-92.0
648.9830000000001,-101.0,-73.0,,-92.0
649.0328559999999,,-75.0,,-93.0
649.082904,,-75.0,,-93.0
649.1329519999999,,-75.0,,-93.0
649.183,,-75.0,,-93.0
649.232856,-98.0,-73.0,,-91.0
649.282904,-98.0,-73.0,,-91.0
649.332952,-98.0,-73.0,,-91.0
649.383,-98.0,-73.0,,-91.0
649.432856,,-75.0,,-91.0
649.482904,,-75.0,,-91.0
649.5329519999999,,-75.0,,-91.0
649.5830000000001,,-75.0,,-91.0
649.6338559999999,,-74.0,,-91.0
649.683904,,-74.0,,-91.0
649.7339519999999,,-74.0,,-91.0
649.784,,-74.0,,-91.0
649.833856,,-77.0,,-91.0
649.883904,,-77.0,,-91.0
649.933952,,-77.0,,-91.0
649.984,,-77.0,,-91.0
